@RELATION DADOS_DE_TESTE

@attribute x1 numeric

@attribute x2 numeric

@attribute x3 numeric

@attribute x4 numeric

@attribute x5 numeric

@attribute x6 numeric

@attribute class {0,1,2,3}



@data
0.131375,0.127829,0.128671,0.12884,0.128487,0.129016,1
0.130441,0.127882,0.128763,0.128809,0.128503,0.129054,1
0.129575,0.127966,0.128755,0.128794,0.128533,0.129062,1
0.128725,0.128058,0.128748,0.128748,0.128595,0.12907,1
0.128235,0.128166,0.128794,0.128671,0.128686,0.129085,1
0.127928,0.12825,0.128924,0.128572,0.128817,0.129161,1
0.127813,0.128495,0.128878,0.128503,0.128939,0.129498,1
0.127829,0.128671,0.12884,0.128487,0.129016,0.130196,1
0.127882,0.128763,0.128809,0.128503,0.129054,0.131153,1
0.127966,0.128755,0.128794,0.128533,0.129062,0.132218,1
0.128058,0.128748,0.128748,0.128595,0.12907,0.133252,1
0.128166,0.128794,0.128671,0.128686,0.129085,0.134179,1
0.12825,0.128924,0.128572,0.128817,0.129161,0.134822,1
0.128495,0.128878,0.128503,0.128939,0.129498,0.13496,1
0.128671,0.12884,0.128487,0.129016,0.130196,0.134554,1
0.128763,0.128809,0.128503,0.129054,0.131153,0.133834,1
0.128755,0.128794,0.128533,0.129062,0.132218,0.132992,1
0.128748,0.128748,0.128595,0.12907,0.133252,0.132134,1
0.128794,0.128671,0.128686,0.129085,0.134179,0.131345,1
0.128924,0.128572,0.128817,0.129161,0.134822,0.130755,1
0.128878,0.128503,0.128939,0.129498,0.13496,0.130425,1
0.12884,0.128487,0.129016,0.130196,0.134554,0.130333,1
0.128809,0.128503,0.129054,0.131153,0.133834,0.130341,1
0.128794,0.128533,0.129062,0.132218,0.132992,0.130303,1
0.128748,0.128595,0.12907,0.133252,0.132134,0.130533,1
0.128671,0.128686,0.129085,0.134179,0.131345,0.131,1
0.128572,0.128817,0.129161,0.134822,0.130755,0.131666,1
0.128503,0.128939,0.129498,0.13496,0.130425,0.132455,1
0.128487,0.129016,0.130196,0.134554,0.130333,0.13326,1
0.128503,0.129054,0.131153,0.133834,0.130341,0.13398,1
0.128533,0.129062,0.132218,0.132992,0.130303,0.134447,1
0.128595,0.12907,0.133252,0.132134,0.130533,0.134256,1
0.128686,0.129085,0.134179,0.131345,0.131,0.133834,1
0.128817,0.129161,0.134822,0.130755,0.131666,0.13362,1
0.128939,0.129498,0.13496,0.130425,0.132455,0.13362,1
0.129016,0.130196,0.134554,0.130333,0.13326,0.133589,1
0.129054,0.131153,0.133834,0.130341,0.13398,0.133413,0
0.129062,0.132218,0.132992,0.130303,0.134447,0.133306,0
0.12907,0.133252,0.132134,0.130533,0.134256,0.133405,0
0.129085,0.134179,0.131345,0.131,0.133834,0.133382,0
0.129161,0.134822,0.130755,0.131666,0.13362,0.132869,0
0.129498,0.13496,0.130425,0.132455,0.13362,0.131942,0
0.130196,0.134554,0.130333,0.13326,0.133589,0.130877,0
0.131153,0.133834,0.130341,0.13398,0.133413,0.129897,0
0.132218,0.132992,0.130303,0.134447,0.133306,0.129062,0
0.133252,0.132134,0.130533,0.134256,0.133405,0.128319,0
0.134179,0.131345,0.131,0.133834,0.133382,0.127583,0
0.134822,0.130755,0.131666,0.13362,0.132869,0.126833,0
0.13496,0.130425,0.132455,0.13362,0.131942,0.126128,0
0.134554,0.130333,0.13326,0.133589,0.130877,0.125523,0
0.133834,0.130341,0.13398,0.133413,0.129897,0.125025,0
0.132992,0.130303,0.134447,0.133306,0.129062,0.124604,0
0.132134,0.130533,0.134256,0.133405,0.128319,0.124213,0
0.131345,0.131,0.133834,0.133382,0.127583,0.123891,0
0.130755,0.131666,0.13362,0.132869,0.126833,0.123508,0
0.130425,0.132455,0.13362,0.131942,0.126128,0.123255,0
0.130333,0.13326,0.133589,0.130877,0.125523,0.123041,0
0.130341,0.13398,0.133413,0.129897,0.125025,0.12278,0
0.130303,0.134447,0.133306,0.129062,0.124604,0.122512,0
0.130533,0.134256,0.133405,0.128319,0.124213,0.122428,0
0.131,0.133834,0.133382,0.127583,0.123891,0.12242,1
0.131666,0.13362,0.132869,0.126833,0.123508,0.122627,1
0.132455,0.13362,0.131942,0.126128,0.123255,0.122857,1
0.13326,0.133589,0.130877,0.125523,0.123041,0.123194,1
0.13398,0.133413,0.129897,0.125025,0.12278,0.124167,1
0.134447,0.133306,0.129062,0.124604,0.122512,0.126266,1
0.134256,0.133405,0.128319,0.124213,0.122428,0.129544,1
0.133834,0.133382,0.127583,0.123891,0.12242,0.13375,1
0.13362,0.132869,0.126833,0.123508,0.122627,0.138423,1
0.13362,0.131942,0.126128,0.123255,0.122857,0.143004,1
0.133589,0.130877,0.125523,0.123041,0.123194,0.147133,1
0.133413,0.129897,0.125025,0.12278,0.124167,0.150143,1
0.133306,0.129062,0.124604,0.122512,0.126266,0.151691,1
0.133405,0.128319,0.124213,0.122428,0.129544,0.151798,1
0.133382,0.127583,0.123891,0.12242,0.13375,0.151093,1
0.132869,0.126833,0.123508,0.122627,0.138423,0.150434,1
0.131942,0.126128,0.123255,0.122857,0.143004,0.150519,1
0.130877,0.125523,0.123041,0.123194,0.147133,0.151652,1
0.129897,0.125025,0.12278,0.124167,0.150143,0.153713,1
0.129062,0.124604,0.122512,0.126266,0.151691,0.156126,1
0.128319,0.124213,0.122428,0.129544,0.151798,0.158401,1
0.127583,0.123891,0.12242,0.13375,0.151093,0.160408,1
0.126833,0.123508,0.122627,0.138423,0.150434,0.162047,1
0.126128,0.123255,0.122857,0.143004,0.150519,0.163388,2
0.125523,0.123041,0.123194,0.147133,0.151652,0.165311,2
0.125025,0.12278,0.124167,0.150143,0.153713,0.168038,2
0.124604,0.122512,0.126266,0.151691,0.156126,0.172297,2
0.124213,0.122428,0.129544,0.151798,0.158401,0.178701,2
0.123891,0.12242,0.13375,0.151093,0.160408,0.186806,3
0.123508,0.122627,0.138423,0.150434,0.162047,0.196986,3
0.123255,0.122857,0.143004,0.150519,0.163388,0.208615,3
0.123041,0.123194,0.147133,0.151652,0.165311,0.221262,3
0.12278,0.124167,0.150143,0.153713,0.168038,0.234438,3
0.122512,0.126266,0.151691,0.156126,0.172297,0.247384,3
0.122428,0.129544,0.151798,0.158401,0.178701,0.259495,3
0.12242,0.13375,0.151093,0.160408,0.186806,0.270664,3
0.122627,0.138423,0.150434,0.162047,0.196986,0.279856,3
0.122857,0.143004,0.150519,0.163388,0.208615,0.286995,3
0.123194,0.147133,0.151652,0.165311,0.221262,0.291569,3
0.124167,0.150143,0.153713,0.168038,0.234438,0.294012,3
0.126266,0.151691,0.156126,0.172297,0.247384,0.294495,3
0.129544,0.151798,0.158401,0.178701,0.259495,0.293032,2
0.13375,0.151093,0.160408,0.186806,0.270664,0.290121,3
0.138423,0.150434,0.162047,0.196986,0.279856,0.285402,3
0.143004,0.150519,0.163388,0.208615,0.286995,0.280339,3
0.147133,0.151652,0.165311,0.221262,0.291569,0.275987,3
0.150143,0.153713,0.168038,0.234438,0.294012,0.272686,3
0.151691,0.156126,0.172297,0.247384,0.294495,0.270426,3
0.151798,0.158401,0.178701,0.259495,0.293032,0.269675,3
0.151093,0.160408,0.186806,0.270664,0.290121,0.27002,3
0.150434,0.162047,0.196986,0.279856,0.285402,0.27182,3
0.150519,0.163388,0.208615,0.286995,0.280339,0.27398,3
0.151652,0.165311,0.221262,0.291569,0.275987,0.275589,3
0.153713,0.168038,0.234438,0.294012,0.272686,0.276968,3
0.156126,0.172297,0.247384,0.294495,0.270426,0.278738,3
0.158401,0.178701,0.259495,0.293032,0.269675,0.282415,3
0.160408,0.186806,0.270664,0.290121,0.27002,0.285655,3
0.162047,0.196986,0.279856,0.285402,0.27182,0.289002,3
0.163388,0.208615,0.286995,0.280339,0.27398,0.292511,3
0.165311,0.221262,0.291569,0.275987,0.275589,0.296134,3
0.168038,0.234438,0.294012,0.272686,0.276968,0.29942,3
0.172297,0.247384,0.294495,0.270426,0.278738,0.302025,3
0.178701,0.259495,0.293032,0.269675,0.282415,0.302194,3
0.186806,0.270664,0.290121,0.27002,0.285655,0.302569,3
0.196986,0.279856,0.285402,0.27182,0.289002,0.302584,3
0.208615,0.286995,0.280339,0.27398,0.292511,0.301872,3
0.221262,0.291569,0.275987,0.275589,0.296134,0.300125,3
0.234438,0.294012,0.272686,0.276968,0.29942,0.297253,3
0.247384,0.294495,0.270426,0.278738,0.302025,0.293553,3
0.259495,0.293032,0.269675,0.282415,0.302194,0.2895,2
0.270664,0.290121,0.27002,0.285655,0.302569,0.285057,2
0.279856,0.285402,0.27182,0.289002,0.302584,0.280584,2
0.286995,0.280339,0.27398,0.292511,0.301872,0.276708,2
0.291569,0.275987,0.275589,0.296134,0.300125,0.274095,2
0.294012,0.272686,0.276968,0.29942,0.297253,0.272494,2
0.294495,0.270426,0.278738,0.302025,0.293553,0.271138,2
0.293032,0.269675,0.282415,0.302194,0.2895,0.269032,2
0.290121,0.27002,0.285655,0.302569,0.285057,0.265723,2
0.285402,0.27182,0.289002,0.302584,0.280584,0.260805,2
0.280339,0.27398,0.292511,0.301872,0.276708,0.254431,1
0.275987,0.275589,0.296134,0.300125,0.274095,0.246518,1
0.272686,0.276968,0.29942,0.297253,0.272494,0.23728,1
0.270426,0.278738,0.302025,0.293553,0.271138,0.22762,1
0.269675,0.282415,0.302194,0.2895,0.269032,0.21796,1
0.27002,0.285655,0.302569,0.285057,0.265723,0.208615,1
0.27182,0.289002,0.302584,0.280584,0.260805,0.200594,1
0.27398,0.292511,0.301872,0.276708,0.254431,0.193539,1
0.275589,0.296134,0.300125,0.274095,0.246518,0.187595,1
0.276968,0.29942,0.297253,0.272494,0.23728,0.182769,1
0.278738,0.302025,0.293553,0.271138,0.22762,0.178448,1
0.282415,0.302194,0.2895,0.269032,0.21796,0.174886,1
0.285655,0.302569,0.285057,0.265723,0.208615,0.172236,1
0.289002,0.302584,0.280584,0.260805,0.200594,0.170144,1
0.292511,0.301872,0.276708,0.254431,0.193539,0.168873,1
0.296134,0.300125,0.274095,0.246518,0.187595,0.168283,1
0.29942,0.297253,0.272494,0.23728,0.182769,0.168543,1
0.302025,0.293553,0.271138,0.22762,0.178448,0.169754,1
0.302194,0.2895,0.269032,0.21796,0.174886,0.171546,1
0.302569,0.285057,0.265723,0.208615,0.172236,0.173936,1
0.302584,0.280584,0.260805,0.200594,0.170144,0.176732,1
0.301872,0.276708,0.254431,0.193539,0.168873,0.179375,1
0.300125,0.274095,0.246518,0.187595,0.168283,0.181374,1
0.297253,0.272494,0.23728,0.182769,0.168543,0.182569,1
0.293553,0.271138,0.22762,0.178448,0.169754,0.182884,1
0.2895,0.269032,0.21796,0.174886,0.171546,0.182531,1
0.285057,0.265723,0.208615,0.172236,0.173936,0.181734,1
0.280584,0.260805,0.200594,0.170144,0.176732,0.181091,1
0.276708,0.254431,0.193539,0.168873,0.179375,0.180846,1
0.274095,0.246518,0.187595,0.168283,0.181374,0.181351,1
0.272494,0.23728,0.182769,0.168543,0.182569,0.182523,1
0.271138,0.22762,0.178448,0.169754,0.182884,0.184347,1
0.269032,0.21796,0.174886,0.171546,0.182531,0.186606,1
0.265723,0.208615,0.172236,0.173936,0.181734,0.188912,1
0.260805,0.200594,0.170144,0.176732,0.181091,0.190222,1
0.254431,0.193539,0.168873,0.179375,0.180846,0.189686,1
0.246518,0.187595,0.168283,0.181374,0.181351,0.188024,1
0.23728,0.182769,0.168543,0.182569,0.182523,0.185473,1
0.22762,0.178448,0.169754,0.182884,0.184347,0.182355,1
0.21796,0.174886,0.171546,0.182531,0.186606,0.179199,1
0.208615,0.172236,0.173936,0.181734,0.188912,0.176464,1
0.200594,0.170144,0.176732,0.181091,0.190222,0.17461,1
0.193539,0.168873,0.179375,0.180846,0.189686,0.174641,2
0.187595,0.168283,0.181374,0.181351,0.188024,0.175813,2
0.182769,0.168543,0.182569,0.182523,0.185473,0.178287,2
0.178448,0.169754,0.182884,0.184347,0.182355,0.18214,2
0.174886,0.171546,0.182531,0.186606,0.179199,0.186829,2
0.172236,0.173936,0.181734,0.188912,0.176464,0.191976,2
0.170144,0.176732,0.181091,0.190222,0.17461,0.197132,2
0.168873,0.179375,0.180846,0.189686,0.174641,0.202065,2
0.168283,0.181374,0.181351,0.188024,0.175813,0.206378,2
0.168543,0.182569,0.182523,0.185473,0.178287,0.209825,2
0.169754,0.182884,0.184347,0.182355,0.18214,0.2121,2
0.171546,0.182531,0.186606,0.179199,0.186829,0.213379,2
0.173936,0.181734,0.188912,0.176464,0.191976,0.21462,3
0.176732,0.181091,0.190222,0.17461,0.197132,0.216689,3
0.179375,0.180846,0.189686,0.174641,0.202065,0.220358,3
0.181374,0.181351,0.188024,0.175813,0.206378,0.226318,3
0.182569,0.182523,0.185473,0.178287,0.209825,0.234583,3
0.182884,0.184347,0.182355,0.18214,0.2121,0.244925,3
0.182531,0.186606,0.179199,0.186829,0.213379,0.257227,3
0.181734,0.188912,0.176464,0.191976,0.21462,0.270319,3
0.181091,0.190222,0.17461,0.197132,0.216689,0.283364,3
0.180846,0.189686,0.174641,0.202065,0.220358,0.295414,3
0.181351,0.188024,0.175813,0.206378,0.226318,0.305756,3
0.182523,0.185473,0.178287,0.209825,0.234583,0.313424,3
0.184347,0.182355,0.18214,0.2121,0.244925,0.318334,3
0.186606,0.179199,0.186829,0.213379,0.257227,0.320816,3
0.188912,0.176464,0.191976,0.21462,0.270319,0.321521,3
0.190222,0.17461,0.197132,0.216689,0.283364,0.320448,3
0.189686,0.174641,0.202065,0.220358,0.295414,0.317553,3
0.188024,0.175813,0.206378,0.226318,0.305756,0.313171,3
0.185473,0.178287,0.209825,0.234583,0.313424,0.308038,2
0.182355,0.18214,0.2121,0.244925,0.318334,0.302699,2
0.179199,0.186829,0.213379,0.257227,0.320816,0.297245,2
0.176464,0.191976,0.21462,0.270319,0.321521,0.291546,2
0.17461,0.197132,0.216689,0.283364,0.320448,0.285954,2
0.174641,0.202065,0.220358,0.295414,0.317553,0.280538,2
0.175813,0.206378,0.226318,0.305756,0.313171,0.275015,2
0.178287,0.209825,0.234583,0.313424,0.308038,0.269545,2
0.18214,0.2121,0.244925,0.318334,0.302699,0.264076,2
0.186829,0.213379,0.257227,0.320816,0.297245,0.25833,2
0.191976,0.21462,0.270319,0.321521,0.291546,0.252164,2
0.197132,0.216689,0.283364,0.320448,0.285954,0.245898,2
0.202065,0.220358,0.295414,0.317553,0.280538,0.240191,2
0.206378,0.226318,0.305756,0.313171,0.275015,0.235694,2
0.209825,0.234583,0.313424,0.308038,0.269545,0.232714,2
0.2121,0.244925,0.318334,0.302699,0.264076,0.231006,2
0.213379,0.257227,0.320816,0.297245,0.25833,0.230286,2
0.21462,0.270319,0.321521,0.291546,0.252164,0.230232,2
0.216689,0.283364,0.320448,0.285954,0.245898,0.230209,2
0.220358,0.295414,0.317553,0.280538,0.240191,0.229573,2
0.226318,0.305756,0.313171,0.275015,0.235694,0.228072,2
0.234583,0.313424,0.308038,0.269545,0.232714,0.226004,2
0.244925,0.318334,0.302699,0.264076,0.231006,0.22382,2
0.257227,0.320816,0.297245,0.25833,0.230286,0.222158,2
0.270319,0.321521,0.291546,0.252164,0.230232,0.221063,2
0.283364,0.320448,0.285954,0.245898,0.230209,0.22071,2
0.295414,0.317553,0.280538,0.240191,0.229573,0.221308,1
