0,20959517;0,276102373;0,233089479;0,276860748;0,315200826;0,333057114;3
0,22210453;0,274332831;0,228431983;0,289347127;0,31701633;0,333784848;3
0,235402906;0,27041839;0,227650627;0,29933623;0,319092286;0,332995831;3
0,248892792;0,264803349;0,230944579;0,306153946;0,321811712;0,331119044;3
0,261448114;0,257204277;0,238811764;0,310137331;0,324944798;0,328522184;3
0,270387748;0,248701283;0,250302297;0,312136684;0,328177468;0,326109172;3
0,27495332;0,240428099;0,263217656;0,313745358;0,33103478;0,324714987;3
0,276102373;0,233089479;0,276860748;0,315200826;0,333057114;0,324692006;3
0,274332831;0,228431983;0,289347127;0,31701633;0,333784848;0,325986606;3
0,27041839;0,227650627;0,29933623;0,319092286;0,332995831;0,328943503;3
0,264803349;0,230944579;0,306153946;0,321811712;0,331119044;0,33298051;3
0,257204277;0,238811764;0,310137331;0,324944798;0,328522184;0,337967401;3
0,248701283;0,250302297;0,312136684;0,328177468;0,326109172;0,342601916;3
0,240428099;0,263217656;0,313745358;0,33103478;0,324714987;0,346524018;3
0,233089479;0,276860748;0,315200826;0,333057114;0,324692006;0,349695405;3
0,228431983;0,289347127;0,31701633;0,333784848;0,325986606;0,352100757;3
0,227650627;0,29933623;0,319092286;0,332995831;0,328943503;0,353165546;3
0,230944579;0,306153946;0,321811712;0,331119044;0,33298051;0,352897434;3
0,238811764;0,310137331;0,324944798;0,328522184;0,337967401;0,351396004;3
0,250302297;0,312136684;0,328177468;0,326109172;0,342601916;0,348691899;3
0,263217656;0,313745358;0,33103478;0,324714987;0,346524018;0,345857567;3
0,276860748;0,315200826;0,333057114;0,324692006;0,349695405;0,343038557;3
0,289347127;0,31701633;0,333784848;0,325986606;0,352100757;0,340119961;3
0,29933623;0,319092286;0,332995831;0,328943503;0,353165546;0,338005703;3
0,306153946;0,321811712;0,331119044;0,33298051;0,352897434;0,337155404;3
0,310137331;0,324944798;0,328522184;0,337967401;0,351396004;0,337224347;3
0,312136684;0,328177468;0,326109172;0,342601916;0,348691899;0,338687475;3
0,313745358;0,33103478;0,324714987;0,346524018;0,345857567;0,340273168;3
0,315200826;0,333057114;0,324692006;0,349695405;0,343038557;0,341468184;3
0,31701633;0,333784848;0,325986606;0,352100757;0,340119961;0,343306669;3
0,319092286;0,332995831;0,328943503;0,353165546;0,338005703;0,34504557;3
0,321811712;0,331119044;0,33298051;0,352897434;0,337155404;0,346194623;3
